Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_6,0.0,56.0,512.0,64.0,4.0,4.0,4.0,1.0,64.0,2.0,12.0,1.0,51731.905,51731.905,51731.905,51731.905,51731.905,23921000.0,9809000.0,13958000.0,23725000.0,9725500.0,13824000.0,23961000.0,9064400.0,13233000.0,23575000.0,9112600.0,13225000.0,23913000.0,9806100.0,13953000.0,0.3922,-0.0593,0.2747,0.4007,0.0,0.2744,-0.2358,-1.3077,-0.5667,0.425,-0.0014,0.3026,0.3935,-0.0526,0.2767,800
RocketTile_7,3.0,14.0,512.0,64.0,4.0,16.0,4.0,0.0,64.0,2.0,28.0,2.0,52048.98,52048.98,52048.98,52048.98,52048.98,26010000.0,10804000.0,15402000.0,25874000.0,10727000.0,15288000.0,26097000.0,10203000.0,14805000.0,25593000.0,10235000.0,14763000.0,26000000.0,10800000.0,15396000.0,0.3205,-0.0687,0.2094,0.357,-0.0001,0.2388,-0.5312,-1.5839,-0.8802,0.4078,-0.0003,0.2916,0.3224,-0.0606,0.2134,800
RocketTile_8,6.0,28.0,0.0,32.0,1.0,24.0,4.0,0.0,64.0,1.0,16.0,3.0,26291.1542,26291.1542,26291.1542,26291.1542,26291.1542,14208000.0,6235900.0,8978200.0,14053000.0,6175400.0,8879400.0,14636000.0,5815500.0,8637400.0,14181000.0,5835900.0,8596200.0,14204000.0,6234300.0,8975900.0,0.4274,-0.0611,0.3089,0.4705,0.0,0.3288,-0.2427,-1.4087,-0.6032,0.4411,-0.0,0.3033,0.4277,-0.0515,0.3085,800
RocketTile_9,3.0,0.0,128.0,32.0,4.0,28.0,8.0,0.0,64.0,1.0,32.0,2.0,38572.7573,38572.7573,38572.7573,38572.7573,38572.7573,20793000.0,9281900.0,13041000.0,20642000.0,9217800.0,12940000.0,21152000.0,8749400.0,12579000.0,20645000.0,8784000.0,12541000.0,20787000.0,9279300.0,13037000.0,0.3855,-0.0721,0.2642,0.4289,-0.0001,0.3046,-0.2706,-1.488,-0.6415,0.4406,-0.0001,0.3003,0.3816,-0.062,0.2668,800
RocketTile_10,12.0,56.0,128.0,32.0,1.0,16.0,8.0,0.0,32.0,2.0,16.0,1.0,28201.32,28201.32,28201.32,28201.32,28201.32,13495000.0,5822000.0,8249300.0,13283000.0,5741100.0,8113300.0,14023000.0,5311800.0,7814100.0,13439000.0,5342600.0,7761400.0,13491000.0,5820200.0,8246600.0,0.4223,-0.0564,0.3002,0.4556,0.0001,0.3171,-0.3006,-1.4298,-0.6576,0.4466,-0.0004,0.3075,0.4239,-0.0498,0.3043,800
RocketTile_11,0.0,14.0,1024.0,32.0,2.0,24.0,4.0,0.0,64.0,1.0,16.0,1.0,28044.3557,28044.3557,28044.3557,28044.3557,28044.3557,13146000.0,5634300.0,7955500.0,12985000.0,5576100.0,7862300.0,13614000.0,5202200.0,7623200.0,13156000.0,5225700.0,7585600.0,13143000.0,5632900.0,7953300.0,0.4484,-0.0582,0.3087,0.4664,0.0,0.3305,-0.3299,-1.4498,-0.6915,0.4414,-0.0007,0.3014,0.4513,-0.0487,0.3118,800
RocketTile_12,3.0,0.0,512.0,64.0,1.0,12.0,8.0,1.0,32.0,2.0,32.0,1.0,30218.0803,30218.0803,30218.0803,30218.0803,30218.0803,13824000.0,5807400.0,8267000.0,13616000.0,5721500.0,8127700.0,14343000.0,5272400.0,7838700.0,13804000.0,5286100.0,7768300.0,13818000.0,5804500.0,8262800.0,0.4511,-0.0538,0.3157,0.4693,-0.0001,0.3259,-0.2147,-1.4117,-0.5756,0.438,-0.0021,0.2969,0.4549,-0.0491,0.3174,800
RocketTile_13,9.0,42.0,128.0,64.0,2.0,24.0,8.0,0.0,32.0,4.0,12.0,1.0,43205.5714,43205.5714,43205.5714,43205.5714,43205.5714,20360000.0,8867400.0,12352000.0,20185000.0,8794100.0,12237000.0,20801000.0,8295500.0,11889000.0,20348000.0,8323900.0,11857000.0,20354000.0,8865200.0,12348000.0,0.3871,-0.0574,0.2466,0.4371,-0.0001,0.2981,-0.2525,-1.3878,-0.5661,0.4274,-0.0001,0.2933,0.39,-0.0537,0.2504,800
RocketTile_14,0.0,28.0,512.0,32.0,2.0,8.0,8.0,1.0,64.0,2.0,32.0,1.0,35778.289,35778.289,35778.289,35778.289,35778.289,16452000.0,7006400.0,9889600.0,16244000.0,6922200.0,9754800.0,16898000.0,6427800.0,9413000.0,16405000.0,6446900.0,9357200.0,16447000.0,7004600.0,9886700.0,0.4146,-0.0603,0.2925,0.4275,0.0,0.2957,-0.3176,-1.5239,-0.6836,0.4315,-0.0001,0.2903,0.4157,-0.0574,0.2939,800
RocketTile_15,3.0,0.0,1024.0,64.0,1.0,24.0,8.0,0.0,64.0,1.0,4.0,3.0,28182.168,28182.168,28182.168,28182.168,28182.168,14557000.0,6205000.0,9002500.0,14412000.0,6145000.0,8905100.0,14971000.0,5789000.0,8660400.0,14542000.0,5813800.0,8626100.0,14554000.0,6203900.0,9000700.0,0.4518,-0.0562,0.314,0.4709,0.0,0.333,-0.3497,-1.592,-0.7401,0.4395,-0.0022,0.3001,0.4532,-0.0486,0.3171,800
RocketTile_16,12.0,42.0,128.0,32.0,4.0,32.0,8.0,0.0,64.0,1.0,8.0,3.0,41854.3978,41854.3978,41854.3978,41854.3978,41854.3978,23713000.0,10667000.0,15046000.0,23520000.0,10582000.0,14915000.0,24126000.0,10008000.0,14489000.0,23628000.0,10054000.0,14465000.0,23707000.0,10664000.0,15041000.0,0.3617,-0.0633,0.2417,0.3758,-0.0001,0.2567,-0.4668,-1.5319,-0.7842,0.431,-0.0001,0.3009,0.3662,-0.0593,0.2477,800
RocketTile_17,9.0,0.0,0.0,64.0,1.0,8.0,8.0,0.0,64.0,1.0,24.0,1.0,25406.6054,25406.6054,25406.6054,25406.6054,25406.6054,10841000.0,4374800.0,6302700.0,10718000.0,4319700.0,6217600.0,11322000.0,3981300.0,6002300.0,10886000.0,4000100.0,5962500.0,10839000.0,4374100.0,6301600.0,0.4576,-0.0524,0.3295,0.4734,-0.0,0.332,-0.2035,-1.3352,-0.5536,0.441,-0.0001,0.3063,0.4589,-0.048,0.3313,800
RocketTile_18,3.0,42.0,512.0,64.0,2.0,20.0,4.0,1.0,32.0,1.0,32.0,2.0,36625.3272,36625.3272,36625.3272,36625.3272,36625.3272,19104000.0,7874900.0,11406000.0,18872000.0,7773800.0,11245000.0,19430000.0,7219200.0,10798000.0,18893000.0,7245600.0,10749000.0,19097000.0,7872600.0,11401000.0,0.3976,-0.0622,0.2699,0.4453,0.0,0.3085,-0.2797,-1.4939,-0.6448,0.4478,-0.0004,0.3128,0.4001,-0.0592,0.2723,800
RocketTile_19,12.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,32.0,1.0,24.0,1.0,32431.86,32431.86,32431.86,32431.86,32431.86,15764000.0,6433700.0,9222800.0,15584000.0,6353900.0,9098700.0,16138000.0,5921000.0,8772100.0,15574000.0,5940300.0,8715800.0,15759000.0,6431700.0,9219600.0,0.423,-0.0658,0.2883,0.4501,0.0,0.3178,-0.3011,-1.4443,-0.6652,0.4381,-0.001,0.2903,0.4231,-0.0584,0.2901,800
RocketTile_20,12.0,56.0,1024.0,32.0,1.0,32.0,4.0,0.0,64.0,4.0,12.0,2.0,43424.0957,43424.0957,43424.0957,43424.0957,43424.0957,22214000.0,9676100.0,13584000.0,22029000.0,9582300.0,13445000.0,565440000.0,373160000.0,462080000.0,564810000.0,373300000.0,462010000.0,22204000.0,9671800.0,13577000.0,0.3745,-0.0511,0.2633,0.4264,-0.0,0.2979,-187.4995,-373.5355,-227.6846,0.4169,-0.0001,0.2912,0.3774,-0.0441,0.2664,800
RocketTile_21,12.0,14.0,0.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,8.0,2.0,64033.5355,64033.5355,64033.5355,64033.5355,64033.5355,30154000.0,12648000.0,17922000.0,29897000.0,12554000.0,17771000.0,30239000.0,11823000.0,17141000.0,29839000.0,11879000.0,17139000.0,30144000.0,12644000.0,17916000.0,0.3533,-0.0704,0.2269,0.3946,-0.0003,0.2687,-0.3179,-1.568,-0.6887,0.4116,0.0,0.293,0.3531,-0.053,0.2298,800
RocketTile_22,12.0,42.0,512.0,64.0,2.0,12.0,8.0,0.0,64.0,4.0,20.0,2.0,50724.2635,50724.2635,50724.2635,50724.2635,50724.2635,24112000.0,10133000.0,14343000.0,23961000.0,10048000.0,14218000.0,24263000.0,9511400.0,13760000.0,23778000.0,9534100.0,13720000.0,24104000.0,10130000.0,14338000.0,0.2686,-0.0817,0.1607,0.3883,0.0,0.274,-0.3313,-1.544,-0.7049,0.4097,-0.001,0.2846,0.2708,-0.0744,0.1645,800
RocketTile_23,9.0,42.0,512.0,64.0,4.0,12.0,4.0,1.0,64.0,1.0,16.0,2.0,50647.2725,50647.2725,50647.2725,50647.2725,50647.2725,25605000.0,10677000.0,15294000.0,25344000.0,10573000.0,15118000.0,26011000.0,9859400.0,14550000.0,25445000.0,9888300.0,14496000.0,25596000.0,10674000.0,15288000.0,0.3932,-0.0595,0.2705,0.4181,0.0,0.285,-0.4429,-1.7003,-0.8256,0.4244,-0.0002,0.2926,0.3948,-0.048,0.2727,800
RocketTile_24,3.0,28.0,0.0,32.0,4.0,12.0,4.0,0.0,64.0,1.0,20.0,1.0,37072.2254,37072.2254,37072.2254,37072.2254,37072.2254,18896000.0,8354500.0,11674000.0,18790000.0,8300800.0,11596000.0,19361000.0,7893100.0,11307000.0,18926000.0,7924100.0,11279000.0,18890000.0,8351900.0,11670000.0,0.3613,-0.0572,0.2644,0.4352,-0.0,0.3029,-0.2623,-1.4157,-0.6235,0.4252,-0.0001,0.3013,0.362,-0.0513,0.2466,800
RocketTile_25,0.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,64.0,1.0,16.0,1.0,47332.9915,47332.9915,47332.9915,47332.9915,47332.9915,22007000.0,8900500.0,12780000.0,21732000.0,8801900.0,12609000.0,22264000.0,8201900.0,12134000.0,21783000.0,8244100.0,12101000.0,22002000.0,8898700.0,12777000.0,0.3754,-0.0545,0.2633,0.4049,-0.0,0.2824,-0.233,-1.4845,-0.6186,0.4437,0.0,0.3075,0.377,-0.0507,0.2653,800
RocketTile_26,0.0,56.0,1024.0,64.0,2.0,8.0,4.0,1.0,64.0,4.0,24.0,1.0,49416.6197,49416.6197,49416.6197,49416.6197,49416.6197,21369000.0,8834200.0,12502000.0,21131000.0,8751500.0,12363000.0,21702000.0,8246300.0,11977000.0,21270000.0,8278500.0,11945000.0,21363000.0,8832100.0,12498000.0,0.3608,-0.0571,0.2471,0.4166,-0.0,0.2829,-0.2611,-1.4233,-0.6177,0.4343,-0.0003,0.2975,0.3622,-0.0478,0.2475,800
RocketTile_27,12.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,1.0,4.0,1.0,32202.1181,32202.1181,32202.1181,32202.1181,32202.1181,15091000.0,6127000.0,8792600.0,14955000.0,6055200.0,8687700.0,15527000.0,5636100.0,8391300.0,15001000.0,5656900.0,8340000.0,15086000.0,6125200.0,8789700.0,0.4124,-0.0519,0.2907,0.4497,0.0,0.3077,-0.2751,-1.4689,-0.6431,0.4236,-0.0001,0.2846,0.4143,-0.0465,0.2947,800
RocketTile_28,12.0,42.0,256.0,32.0,2.0,16.0,4.0,1.0,32.0,2.0,24.0,1.0,35073.6048,35073.6048,35073.6048,35073.6048,35073.6048,17702000.0,7670100.0,10807000.0,17458000.0,7570500.0,10643000.0,18134000.0,6979500.0,10218000.0,17637000.0,7023200.0,10189000.0,17695000.0,7667400.0,10803000.0,0.3868,-0.0688,0.2768,0.4507,-0.0,0.3108,-0.3119,-1.4168,-0.6607,0.4395,-0.0015,0.3028,0.3878,-0.0606,0.2788,800
RocketTile_29,3.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,2.0,32.0,2.0,37072.2254,37072.2254,37072.2254,37072.2254,37072.2254,18458000.0,7917800.0,11235000.0,18289000.0,7846500.0,11120000.0,19086000.0,7424200.0,10877000.0,18540000.0,7443800.0,10809000.0,18452000.0,7915400.0,11232000.0,0.4086,-0.0535,0.2902,0.4218,-0.0,0.3013,-0.2779,-1.4615,-0.6312,0.4365,-0.0,0.3089,0.4061,-0.0482,0.2931,800
RocketTile_30,3.0,42.0,256.0,64.0,4.0,16.0,8.0,0.0,32.0,1.0,4.0,1.0,44751.9038,44751.9038,44751.9038,44751.9038,44751.9038,21568000.0,8882600.0,12643000.0,21427000.0,8803700.0,12529000.0,21869000.0,8306700.0,12140000.0,21423000.0,8323600.0,12096000.0,21561000.0,8879700.0,12638000.0,0.3702,-0.0565,0.2567,0.3754,-0.0001,0.2551,-0.2366,-1.4795,-0.6067,0.3958,-0.0001,0.2748,0.3748,-0.0453,0.263,800
RocketTile_31,0.0,42.0,0.0,32.0,4.0,4.0,8.0,1.0,32.0,4.0,24.0,3.0,52236.697,52236.697,52236.697,52236.697,52236.697,29835000.0,13734000.0,19164000.0,29595000.0,13649000.0,19016000.0,29934000.0,12999000.0,18443000.0,29532000.0,13050000.0,18434000.0,29826000.0,13730000.0,19159000.0,0.3425,-0.0623,0.2273,0.3574,-0.0001,0.2531,-0.2566,-1.4895,-0.628,0.4248,-0.0012,0.3066,0.345,-0.0589,0.2295,800
RocketTile_32,9.0,56.0,128.0,32.0,4.0,28.0,8.0,1.0,32.0,4.0,12.0,3.0,55108.2658,55108.2658,55108.2658,55108.2658,55108.2658,31199000.0,14232000.0,19916000.0,30938000.0,14127000.0,19745000.0,31538000.0,13404000.0,19166000.0,31042000.0,13460000.0,19147000.0,31189000.0,14228000.0,19910000.0,0.3926,-0.0762,0.2607,0.4071,0.0,0.2835,-0.389,-1.782,-0.7909,0.4181,-0.0019,0.2887,0.3969,-0.0535,0.2701,800
RocketTile_33,12.0,28.0,512.0,64.0,1.0,32.0,8.0,0.0,32.0,4.0,16.0,1.0,37006.3973,37006.3973,37006.3973,37006.3973,37006.3973,18283000.0,8168600.0,11313000.0,18094000.0,8089700.0,11189000.0,18709000.0,7603900.0,10838000.0,18190000.0,7588100.0,10748000.0,18276000.0,8165600.0,11308000.0,0.4123,-0.0596,0.2866,0.4106,0.0001,0.2806,-0.3619,-1.5627,-0.7285,0.4092,-0.0003,0.279,0.4159,-0.0533,0.2903,800
RocketTile_34,12.0,0.0,128.0,64.0,4.0,20.0,8.0,1.0,32.0,1.0,24.0,3.0,48718.8576,48718.8576,48718.8576,48718.8576,48718.8576,25472000.0,10825000.0,15531000.0,25253000.0,10731000.0,15386000.0,25834000.0,10129000.0,14913000.0,25352000.0,10204000.0,14919000.0,25465000.0,10822000.0,15526000.0,0.3538,-0.0604,0.2346,0.424,-0.0,0.2958,-0.2014,-1.4309,-0.5744,0.4409,-0.0028,0.2993,0.3542,-0.0553,0.239,800
RocketTile_35,9.0,42.0,0.0,32.0,1.0,20.0,4.0,0.0,32.0,1.0,8.0,3.0,24813.3312,24813.3312,24813.3312,24813.3312,24813.3312,13851000.0,6228600.0,8900600.0,13696000.0,6167000.0,8802700.0,14420000.0,5799500.0,8589100.0,13896000.0,5818500.0,8534300.0,13848000.0,6227300.0,8898500.0,0.4368,-0.0589,0.3083,0.4732,-0.0,0.3308,-0.2573,-1.4031,-0.6182,0.4333,-0.0002,0.3114,0.4383,-0.0533,0.3099,800
RocketTile_36,9.0,0.0,0.0,64.0,1.0,28.0,8.0,1.0,32.0,4.0,12.0,2.0,39497.3885,39497.3885,39497.3885,39497.3885,39497.3885,20014000.0,8814000.0,12458000.0,19753000.0,8718600.0,12298000.0,20283000.0,8202400.0,11876000.0,19803000.0,8241200.0,11840000.0,20003000.0,8808800.0,12451000.0,0.3595,-0.056,0.236,0.4231,-0.0,0.279,-0.3562,-1.7253,-0.7547,0.4525,-0.0008,0.3137,0.362,-0.0504,0.2384,800
RocketTile_37,12.0,56.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,4.0,2.0,45869.423,45869.423,45869.423,45869.423,45869.423,24450000.0,10898000.0,15231000.0,24206000.0,10811000.0,15080000.0,567770000.0,374320000.0,463650000.0,567220000.0,374480000.0,463610000.0,24443000.0,10895000.0,15227000.0,0.3846,-0.0684,0.259,0.415,-0.0021,0.2889,-187.5064,-373.5847,-227.7085,0.4204,0.0,0.2839,0.3848,-0.0548,0.26,800
RocketTile_38,0.0,28.0,0.0,32.0,1.0,24.0,8.0,0.0,64.0,2.0,12.0,3.0,31533.768,31533.768,31533.768,31533.768,31533.768,16149000.0,7136800.0,10148000.0,16007000.0,7075300.0,10054000.0,16705000.0,6693000.0,9825200.0,16174000.0,6716700.0,9771000.0,16144000.0,7134900.0,10145000.0,0.3802,-0.0664,0.262,0.457,0.0,0.3161,-0.3897,-1.6462,-0.7727,0.449,-0.0,0.3017,0.3835,-0.0584,0.2627,800
RocketTile_39,3.0,56.0,0.0,64.0,1.0,32.0,8.0,0.0,32.0,2.0,32.0,2.0,29050.9848,29050.9848,29050.9848,29050.9848,29050.9848,14348000.0,6248200.0,8874200.0,14194000.0,6187100.0,8773500.0,14760000.0,5809600.0,8506900.0,14266000.0,5828400.0,8456600.0,14344000.0,6246800.0,8871800.0,0.4453,-0.0602,0.3154,0.4715,0.0,0.334,-0.2383,-1.378,-0.5903,0.4385,-0.0002,0.298,0.4509,-0.0564,0.3192,800
RocketTile_40,9.0,42.0,256.0,64.0,2.0,32.0,4.0,1.0,64.0,4.0,16.0,2.0,53554.5187,53554.5187,53554.5187,53554.5187,53554.5187,24791000.0,10424000.0,14789000.0,24544000.0,10319000.0,14621000.0,25326000.0,9667400.0,14174000.0,24847000.0,9705500.0,14141000.0,24783000.0,10421000.0,14784000.0,0.3627,-0.0504,0.2398,0.3781,-0.0,0.2633,-0.3142,-1.5008,-0.6695,0.4298,-0.0019,0.291,0.3659,-0.0457,0.2404,800
RocketTile_41,3.0,0.0,256.0,32.0,2.0,4.0,8.0,0.0,64.0,2.0,12.0,3.0,36089.9194,36089.9194,36089.9194,36089.9194,36089.9194,18820000.0,8338100.0,11821000.0,18671000.0,8277900.0,11723000.0,19252000.0,7862400.0,11426000.0,18784000.0,7901300.0,11401000.0,18815000.0,8336000.0,11818000.0,0.4518,-0.0597,0.3166,0.4408,-0.0,0.31,-0.2836,-1.3406,-0.6005,0.4476,-0.0001,0.3061,0.4541,-0.057,0.3217,800
RocketTile_42,9.0,0.0,1024.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,4.0,1.0,62563.2638,62563.2638,62563.2638,62563.2638,62563.2638,28233000.0,11679000.0,16518000.0,28012000.0,11587000.0,16371000.0,28320000.0,10925000.0,15787000.0,27930000.0,10981000.0,15787000.0,28223000.0,11676000.0,16512000.0,0.3692,-0.136,0.248,0.4248,-0.0001,0.2877,-0.304,-1.5287,-0.6882,0.4319,-0.0004,0.2934,0.3707,-0.1213,0.2493,800
RocketTile_43,3.0,56.0,1024.0,32.0,2.0,16.0,8.0,0.0,64.0,2.0,16.0,1.0,36289.6747,36289.6747,36289.6747,36289.6747,36289.6747,18571000.0,7973300.0,11251000.0,18463000.0,7901000.0,11150000.0,561850000.0,371530000.0,459780000.0,561310000.0,371690000.0,459740000.0,18565000.0,7971300.0,11248000.0,0.423,-0.0583,0.2942,0.4373,-0.0,0.3037,-187.2323,-373.2172,-227.5246,0.4341,-0.0001,0.3009,0.4261,-0.0497,0.2939,800
RocketTile_44,0.0,56.0,1024.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,16.0,1.0,44356.7707,44356.7707,44356.7707,44356.7707,44356.7707,20348000.0,8314800.0,11858000.0,20231000.0,8261700.0,11777000.0,20753000.0,7845200.0,11462000.0,20248000.0,7861100.0,11406000.0,20341000.0,8312100.0,11854000.0,0.377,-0.0689,0.2568,0.4088,-0.0001,0.2835,-0.3883,-1.6924,-0.7911,0.4112,-0.0004,0.299,0.3789,-0.0639,0.2588,800
RocketTile_45,12.0,42.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,4.0,20.0,3.0,51731.905,51731.905,51731.905,51731.905,51731.905,24816000.0,10597000.0,15041000.0,24601000.0,10517000.0,14910000.0,25150000.0,9951400.0,14473000.0,24672000.0,10002000.0,14455000.0,24809000.0,10594000.0,15036000.0,0.3611,-0.0872,0.2421,0.4274,0.0,0.2935,-0.3349,-1.544,-0.7059,0.3868,-0.0011,0.2685,0.3637,-0.0581,0.2451,800
RocketTile_46,6.0,28.0,1024.0,32.0,1.0,4.0,8.0,0.0,64.0,1.0,8.0,1.0,25874.4888,25874.4888,25874.4888,25874.4888,25874.4888,13819000.0,5812700.0,8302100.0,13648000.0,5730600.0,8178000.0,556970000.0,369420000.0,456870000.0,556370000.0,369530000.0,456770000.0,13814000.0,5810600.0,8298800.0,0.4536,-0.049,0.3227,0.4723,-0.0,0.3255,-187.357,-373.3582,-227.565,0.4492,-0.0001,0.305,0.4541,-0.043,0.325,800
RocketTile_47,3.0,28.0,128.0,32.0,4.0,12.0,8.0,0.0,32.0,2.0,28.0,3.0,43595.5608,43595.5608,43595.5608,43595.5608,43595.5608,25168000.0,11505000.0,16113000.0,24996000.0,11431000.0,15996000.0,25550000.0,10870000.0,15560000.0,25017000.0,10921000.0,15532000.0,25160000.0,11501000.0,16108000.0,0.3107,-0.055,0.2032,0.3856,-0.0,0.2704,-0.3516,-1.5758,-0.7294,0.4213,0.0,0.2983,0.3129,-0.047,0.2021,800
RocketTile_48,0.0,56.0,256.0,32.0,2.0,32.0,4.0,1.0,64.0,1.0,4.0,1.0,31057.1842,31057.1842,31057.1842,31057.1842,31057.1842,14782000.0,6156100.0,8849100.0,14578000.0,6071200.0,8709600.0,15131000.0,5555400.0,8294600.0,14675000.0,5599100.0,8265900.0,14778000.0,6154600.0,8846600.0,0.4508,-0.0579,0.3155,0.4709,0.0001,0.3302,-0.2847,-1.5157,-0.6686,0.4516,0.0,0.3147,0.4532,-0.0539,0.3188,800
RocketTile_49,0.0,0.0,0.0,64.0,1.0,12.0,8.0,1.0,64.0,1.0,8.0,1.0,27925.9142,27925.9142,27925.9142,27925.9142,27925.9142,12228000.0,4813000.0,7044400.0,11948000.0,4726100.0,6880600.0,12655000.0,4310200.0,6607700.0,12153000.0,4337800.0,6558800.0,12221000.0,4810000.0,7040000.0,0.4277,-0.0594,0.2902,0.4707,0.0,0.3303,-0.2817,-1.6433,-0.6992,0.4421,-0.0,0.3002,0.4299,-0.0553,0.2934,800
RocketTile_50,0.0,14.0,0.0,32.0,1.0,16.0,4.0,1.0,64.0,4.0,4.0,3.0,44602.272,44602.272,44602.272,44602.272,44602.272,22247000.0,9754100.0,13856000.0,22011000.0,9661100.0,13707000.0,22655000.0,9154400.0,13332000.0,22123000.0,9182900.0,13279000.0,22239000.0,9750500.0,13851000.0,0.4043,-0.06,0.2778,0.4382,-0.0,0.2995,-0.2671,-1.4883,-0.6339,0.4367,-0.0004,0.3043,0.4051,-0.0527,0.2809,800
RocketTile_51,9.0,0.0,1024.0,64.0,1.0,12.0,8.0,0.0,32.0,1.0,12.0,2.0,25370.2714,25370.2714,25370.2714,25370.2714,25370.2714,12508000.0,5292000.0,7642700.0,12352000.0,5232700.0,7543200.0,12949000.0,4842100.0,7257400.0,12311000.0,4860700.0,7183200.0,12506000.0,5291500.0,7641700.0,0.4722,-0.0568,0.3279,0.4815,0.0,0.3339,-0.21,-1.4106,-0.5694,0.4532,-0.0005,0.3114,0.4757,-0.0517,0.331,800
RocketTile_52,9.0,14.0,256.0,64.0,1.0,12.0,8.0,0.0,64.0,2.0,4.0,2.0,33217.776,33217.776,33217.776,33217.776,33217.776,15757000.0,6622400.0,9479600.0,15564000.0,6545800.0,9354300.0,16245000.0,6164400.0,9106400.0,15703000.0,6171600.0,9036700.0,15749000.0,6619000.0,9474400.0,0.4289,-0.0723,0.3042,0.4655,-0.0,0.3219,-0.2385,-1.4706,-0.5938,0.4439,-0.001,0.2914,0.431,-0.0626,0.3073,800
RocketTile_53,6.0,14.0,128.0,32.0,1.0,12.0,4.0,1.0,32.0,4.0,20.0,3.0,39870.3053,39870.3053,39870.3053,39870.3053,39870.3053,22063000.0,10113000.0,14172000.0,21840000.0,10016000.0,14021000.0,22531000.0,9452100.0,13635000.0,22017000.0,9476700.0,13580000.0,22057000.0,10110000.0,14168000.0,0.3878,-0.0858,0.2577,0.4122,-0.0,0.2837,-0.3266,-1.5605,-0.7028,0.4347,-0.0001,0.3037,0.3899,-0.0481,0.2608,800
RocketTile_54,9.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,32.0,2.0,24.0,2.0,38299.8413,38299.8413,38299.8413,38299.8413,38299.8413,18989000.0,8014400.0,11514000.0,18732000.0,7929200.0,11360000.0,19293000.0,7407500.0,10934000.0,18814000.0,7446200.0,10900000.0,18983000.0,8012200.0,11510000.0,0.4013,-0.0676,0.2758,0.4432,-0.0,0.3103,-0.1897,-1.3447,-0.5394,0.4344,-0.0001,0.2949,0.4044,-0.0511,0.2783,800
RocketTile_55,3.0,56.0,512.0,32.0,1.0,8.0,4.0,1.0,32.0,1.0,8.0,3.0,30035.8354,30035.8354,30035.8354,30035.8354,30035.8354,17670000.0,7783800.0,11225000.0,17432000.0,7675500.0,11047000.0,18238000.0,7116400.0,10640000.0,17629000.0,7135400.0,10567000.0,17667000.0,7781500.0,11222000.0,0.4492,-0.0673,0.3193,0.4445,0.0,0.3131,-0.3216,-1.5229,-0.677,0.4526,-0.0003,0.3139,0.4515,-0.0599,0.3211,800
RocketTile_56,0.0,28.0,256.0,64.0,1.0,16.0,8.0,0.0,64.0,1.0,8.0,3.0,28201.32,28201.32,28201.32,28201.32,28201.32,14445000.0,6208600.0,8969400.0,14304000.0,6147300.0,8873100.0,14984000.0,5795900.0,8669300.0,14510000.0,5812200.0,8619300.0,14440000.0,6207100.0,8966800.0,0.4532,-0.0538,0.327,0.4629,0.0,0.3291,-0.3211,-1.5323,-0.6925,0.4308,-0.0035,0.2875,0.4552,-0.0479,0.3301,800
