Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_110,3.0,42.0,1024.0,32.0,1.0,20.0,8.0,0.0,64.0,1.0,8.0,1.0,27420.876,27420.876,27420.876,27420.876,27420.876,29639000.0,12269000.0,17629000.0,29640000.0,12119000.0,17468000.0,1112200000.0,739050000.0,913830000.0,1115700000.0,739070000.0,914580000.0,29627000.0,12264000.0,17622000.0,0.1048,-0.0917,0.0452,0.0989,-0.0967,0.0328,-187.6698,-373.3888,-227.8139,0.1586,-0.0389,0.0957,0.1052,-0.0897,0.0463,1600
RocketTile_111,3.0,28.0,0.0,32.0,2.0,32.0,4.0,1.0,32.0,2.0,20.0,3.0,37636.9632,37636.9632,37636.9632,37636.9632,37636.9632,41657000.0,18509000.0,26504000.0,41543000.0,18325000.0,26256000.0,38166000.0,17029000.0,24511000.0,41775000.0,17115000.0,25317000.0,41650000.0,18506000.0,26500000.0,0.098,-0.0975,0.038,0.1096,-0.0995,0.043,-0.4444,-1.0541,-0.6455,0.1574,-0.0471,0.0981,0.1013,-0.0972,0.042,1600
RocketTile_112,0.0,56.0,128.0,32.0,2.0,20.0,8.0,1.0,64.0,4.0,8.0,1.0,47487.1651,47487.1651,47487.1651,47487.1651,47487.1651,42102000.0,18167000.0,25614000.0,41910000.0,17982000.0,25367000.0,37643000.0,16609000.0,23398000.0,41775000.0,16703000.0,24299000.0,42090000.0,18161000.0,25606000.0,0.1161,-0.0737,0.0591,0.1182,-0.0651,0.0561,-0.7246,-1.5222,-0.9874,0.1503,-0.0505,0.0889,0.1173,-0.0731,0.0595,1600
RocketTile_113,6.0,14.0,0.0,64.0,2.0,16.0,4.0,0.0,64.0,2.0,4.0,2.0,39311.5867,39311.5867,39311.5867,39311.5867,39311.5867,35265000.0,14882000.0,21366000.0,35337000.0,14757000.0,21234000.0,32215000.0,13820000.0,19842000.0,35241000.0,13858000.0,20466000.0,35256000.0,14878000.0,21360000.0,0.1415,-0.0674,0.087,0.1438,-0.0622,0.0805,-0.4545,-1.1165,-0.6731,0.1567,-0.0476,0.0975,0.142,-0.0673,0.0877,1600
RocketTile_114,3.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,64.0,4.0,32.0,1.0,51120.9835,51120.9835,51120.9835,51120.9835,51120.9835,43256000.0,18267000.0,25936000.0,43220000.0,18072000.0,25703000.0,38803000.0,16592000.0,23580000.0,42885000.0,16698000.0,24491000.0,43247000.0,18263000.0,25930000.0,0.1035,-0.0707,0.0511,0.1212,-0.07,0.066,-0.4241,-1.1208,-0.652,0.1502,-0.0317,0.0924,0.1057,-0.0684,0.0532,1600
RocketTile_115,0.0,28.0,256.0,32.0,4.0,32.0,4.0,0.0,64.0,2.0,32.0,1.0,43376.5987,43376.5987,43376.5987,43376.5987,43376.5987,41896000.0,18669000.0,26181000.0,41894000.0,18522000.0,26003000.0,38392000.0,17526000.0,24459000.0,41541000.0,17610000.0,25143000.0,41883000.0,18663000.0,26173000.0,0.1164,-0.0498,0.066,0.1149,-0.0669,0.0621,-0.5798,-1.3188,-0.8231,0.1455,-0.0332,0.0999,0.1178,-0.0486,0.0676,1600
RocketTile_116,12.0,56.0,128.0,32.0,4.0,12.0,8.0,0.0,32.0,4.0,24.0,1.0,50411.2378,50411.2378,50411.2378,50411.2378,50411.2378,51649000.0,23770000.0,32919000.0,51403000.0,23611000.0,32688000.0,47400000.0,22150000.0,30707000.0,51197000.0,22251000.0,31526000.0,51635000.0,23764000.0,32909000.0,0.1144,-0.075,0.0563,0.1124,-0.0734,0.0496,-0.5641,-1.4017,-0.8326,0.1382,-0.0548,0.0855,0.1152,-0.0727,0.0575,1600
RocketTile_117,12.0,0.0,128.0,32.0,1.0,8.0,8.0,1.0,64.0,1.0,24.0,1.0,27284.9242,27284.9242,27284.9242,27284.9242,27284.9242,25459000.0,10102000.0,14740000.0,25481000.0,9948800.0,14564000.0,22307000.0,8693000.0,12941000.0,25703000.0,8802400.0,13713000.0,25455000.0,10100000.0,14736000.0,0.1569,-0.0428,0.0934,0.1548,-0.0409,0.0934,-0.5203,-1.1569,-0.7448,0.1667,-0.0281,0.1051,0.1575,-0.0395,0.0949,1600
RocketTile_118,6.0,0.0,512.0,32.0,2.0,32.0,4.0,1.0,64.0,4.0,12.0,2.0,49340.6136,49340.6136,49340.6136,49340.6136,49340.6136,46108000.0,20203000.0,28590000.0,45833000.0,19982000.0,28292000.0,41681000.0,18504000.0,26259000.0,45470000.0,18607000.0,27110000.0,46096000.0,20198000.0,28583000.0,0.1091,-0.0787,0.0517,0.1103,-0.0642,0.0532,-0.5957,-1.3063,-0.8182,0.1515,-0.054,0.0897,0.1102,-0.0744,0.0531,1600
RocketTile_119,0.0,42.0,128.0,64.0,1.0,20.0,4.0,0.0,32.0,2.0,20.0,3.0,31513.5216,31513.5216,31513.5216,31513.5216,31513.5216,33341000.0,14724000.0,21064000.0,33319000.0,14608000.0,20922000.0,30327000.0,13496000.0,19418000.0,33467000.0,13666000.0,20194000.0,33334000.0,14722000.0,21060000.0,0.1332,-0.0537,0.0767,0.1285,-0.0407,0.0702,-0.4694,-1.151,-0.686,0.1593,-0.0262,0.1052,0.1347,-0.0523,0.0774,1600
RocketTile_120,9.0,0.0,128.0,64.0,1.0,24.0,4.0,0.0,64.0,1.0,20.0,2.0,27769.716,27769.716,27769.716,27769.716,27769.716,26678000.0,10845000.0,15876000.0,26836000.0,10737000.0,15777000.0,23837000.0,9791700.0,14417000.0,26808000.0,9891200.0,15097000.0,26673000.0,10843000.0,15873000.0,0.1441,-0.043,0.1033,0.152,-0.0217,0.0983,-0.53,-1.2201,-0.751,0.1655,-0.0139,0.1134,0.1452,-0.0399,0.104,1600
RocketTile_121,0.0,28.0,0.0,32.0,2.0,4.0,4.0,1.0,64.0,2.0,16.0,2.0,38344.4928,38344.4928,38344.4928,38344.4928,38344.4928,37487000.0,16161000.0,23077000.0,37608000.0,16000000.0,22909000.0,34073000.0,14751000.0,21214000.0,37487000.0,14823000.0,21957000.0,37478000.0,16157000.0,23071000.0,0.1427,-0.066,0.0832,0.1378,-0.0655,0.0709,-0.5113,-1.1934,-0.7366,0.1557,-0.0397,0.0937,0.1455,-0.0639,0.0841,1600
RocketTile_122,0.0,56.0,512.0,64.0,1.0,28.0,4.0,1.0,32.0,2.0,8.0,3.0,34723.8893,34723.8893,34723.8893,34723.8893,34723.8893,37305000.0,16224000.0,23414000.0,37195000.0,16051000.0,23187000.0,33892000.0,14698000.0,21431000.0,37555000.0,14853000.0,22297000.0,37289000.0,16217000.0,23404000.0,0.1237,-0.0842,0.0644,0.119,-0.0735,0.0551,-0.4348,-1.0972,-0.6487,0.1492,-0.0549,0.0871,0.124,-0.0839,0.0651,1600
